title,overview,genres,poster_path,release_date,vote_average,vote_count,popularity,runtime,tagline
Faster than Rabbits,"Three friends awake after a stormy party in a totally unfamiliar place in the company of strangers and try to understand how they got here, who are these people and what really happened on the eve of ...","[{'id': 35, 'name': 'Comedy'}]",/hpJoe3hL9Bw7uVqvosc27ifM96z.jpg,2014-01-01,6.3,12.0,1.14731,99.0,
Do Not Leave...,"A fairytale about the Princess, the Musician, the Chancellor and a blue rose which forces everyone to tell the truth.","[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]",/xGcRhr2j8Nu4OVeCuhN0A7yd2fZ.jpg,1989-12-06,0.0,0.0,0.423116,140.0,
Pour 100 briques t'as plus rien !,"Influencés par une série de casses, Sam et Paul voient dans cette méthode un moyen facile de gagner l'argent qui leur fait cruellement défaut. Mais leur plan ne se déroule pas exactement comme ils l'avaient prévu...","[{'id': 35, 'name': 'Comedy'}]",/fK2DHzo61tTslMUMUI2A75xaKEa.jpg,1982-05-12,5.6,7.0,1.023183,85.0,
The Undertaker's Wedding,,"[{'id': 35, 'name': 'Comedy'}]",/fnZQpaIeq3b0yQW5k1VT8NnrMZ5.jpg,1997-01-01,0.0,0.0,1.187218,89.0,
The Adventures of Sherlock Holmes and Dr. Watson: Bloody Signature,"When a murder happens with a bloody inscription and a ring left behind, puzzled Scotland Yard detectives go to Sherlock Holmes for help.",[],/etNRaqINVvm9t0SZj8ZxExMjWmv.jpg,1979-02-01,7.7,13.0,0.711782,67.0,
Sherlock Holmes and Dr. Watson: Acquaintance,,[],/iemijsiI3xMa7iThMRdf9jLIN2k.jpg,1979-01-01,7.9,17.0,0.953298,67.0,
Tomorrow Was the War,A drama a life in a small Russian provincial town in 1940 - one year before Germany invaded the Soviet Union. Two school girls for the first time in their lives discover truth about Stalin repressions against innocent people. Based on a novel by Boris Vasiliev.,"[{'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",/vwdFsEEKLno45BOW1VMVzYMzkY5.jpg,1987-10-18,5.4,5.0,0.985424,0.0,
Anacondas: Trail of Blood,"A genetically created Anaconda, cut in half, regenerates itself into two aggressive giant snakes, due to the Blood Orchid.","[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",/z616JJQxshPK1VG4E2sV1qcVyf6.jpg,2009-02-27,3.9,53.0,3.167031,89.0,"Bigger, Faster, Hungrier"
My Sweet Orange Tree,"Zezé is an 8 year old boy who, although a naughty boy, has a good heart. He leads a very modest life, due to the fact that his father has been unemployed for a long time, and has the habit of having long conversations with a sweet orange tree which is in his backyard. Until one day he meets Portuga, a man who begins to help him and soon becomes his best friend.","[{'id': 18, 'name': 'Drama'}]",/jJYND699sY9XGZfe6om8opueWCC.jpg,2013-04-19,6.8,9.0,1.000202,99.0,
Organize İşler,,"[{'id': 35, 'name': 'Comedy'}]",/52EZHd5hKzBpfCXJCgAcVNE4GKO.jpg,2005-12-22,6.2,13.0,2.458282,106.0,
After Words,A librarian facing a mid-life crisis travels to Costa Rica.,"[{'id': 18, 'name': 'Drama'}]",/3oBlXxB3DWk8rpTol4TcKA4rLZU.jpg,2015-08-21,6.2,10.0,1.335301,91.0,
American Nightmare,"A man investigates the disappearance of his sister with the help of her roommate. He uncovers a trail of prostitution, incest, blackmail...and murder.","[{'id': 27, 'name': 'Horror'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",/oh9Nzz5KcuIcoZM1Vr5sx4JESZN.jpg,1983-03-17,4.3,6.0,0.246148,88.0,Every year girls move to the city determined to make their dreams come true ... or die trying.
The Here After,"When John returns home to his father after serving time in prison, he is looking forward to starting his life afresh. However, in the local community his crime is neither forgotten nor forgiven.","[{'id': 18, 'name': 'Drama'}]",/c1UbrQga4LZGCO2o0BQmbxbnbbR.jpg,2015-01-20,6.2,10.0,1.416633,102.0,
11:59,"Too much celebrating after scoring the year's biggest story leads to 24 missing hours in the life of photojournalist Aaron Doherty. Awakening in a wheat field with no memory of the previous day, Aaron struggles to account for the gap. Sent back in time when the phenomenon recurs, the progressively disoriented Aaron is left to untangle the vast political conspiracy that's behind it all.","[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",/2Jp9WzxKycrLdF3IrgrT3OhClJq.jpg,2005-10-01,4.0,3.0,0.523074,102.0,
Them who?,"David's life is changed forever after his meeting with Marcello, a clever con man.","[{'id': 35, 'name': 'Comedy'}]",/q5YKAPMtYvL3yH8lNcK3BW8lAmU.jpg,2015-11-19,6.2,75.0,3.496436,95.0,
The Blue Sky Maiden,Yuko is sent to the coastal regions to be raised away from the rest of her sophisticated family where she finds out from her ill grandmother that she is not who she thought she was.,[],/mlnVMFMLlhPZB2lEnlx7xggu9Ch.jpg,1957-10-07,5.5,2.0,0.36478,89.0,
Afraid to Die,"On his release from prison a young yakuza, along with his brother, decides to turn his back on criminal life instead of taking over the position of his recently deceased father, boss of the Asahina clan. But their exit proves more difficult than planned when their rival clan steps in to exact revenge.","[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",/1amZPzPRIoOM08mZCoqPWVALL4i.jpg,1960-03-22,5.8,6.0,0.521263,96.0,
A Wife Confesses,"Tied to a mountain between her brutalizing spouse and her secret lover, disaster strikes; the authorities accuse her of murder and prompt a confession.","[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",/ljtxL8SRXw5INXoT7rTTG7bVKug.jpg,1961-10-29,7.0,5.0,0.268985,91.0,
Young and Dangerous 5,"Although Chicken does not make an appearance, Chan Ho Nam finds a new love interest in the form of Mei Ling (Shu Qi). Meanwhile, Tung Sing returns to cause trouble again for Hung Hing, in the form of new leader Szeto Ho Nam (Mark Cheng). Young and Dangerous 5 occurs during the transfer of Hong Kong sovereignty to China, with the ""boys"" becoming ""men"", as they develop and mature into more business-like dealings.","[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",/cLq1qcqLzSU0Oh8oGuG1vxW6LMD.jpg,1998-01-01,6.3,10.0,3.953902,114.0,hong kong triad
Hong Kong Trilogy: Preschooled Preoccupied Preposterous,"A story of Hong Kong told by three generations of real people: 'preschooled' children, 'preoccupied' young people, and 'preposterous' senior citizens.","[{'id': 18, 'name': 'Drama'}]",/jXd8B5x3PNtX6wvwH3SMBbiwoYe.jpg,2015-09-12,6.0,1.0,0.949762,90.0,
Warsaw 44,"A beautiful story about youth, love, friendship and the pursuit of adventure during the bloody and brutal reality of the Warsaw Uprising.","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",/k9WOOkVur2Gwo93wuiKzJDm2mUK.jpg,2014-09-19,6.8,63.0,4.277554,130.0,
The Taint,"The water is tainted. The Taint poisons the minds of men. It turns them into raging misogynists: monsters who want nothing more than to crush women's heads with rocks (or other objects). When society is transformed into a land of sadistic violence and horrible brutality, it is up to Phil O'Ginny and his hot friend, Misandra, to combat the horrible evil that is The Taint. Can they survive a world brimming with castration and endless head crushing?!","[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",/dqwQ0QYR7n2zrtjnuGGXFg8Ce9l.jpg,2010-01-01,4.8,13.0,0.752246,75.0,
Neil Young & Crazy Horse: Rust Never Sleeps,"Neil Young's 1978 concert tour, documented in this acclaimed two-hour film that was directed by Young himself (using the pseudonym Bernard Shakey), is a treat for the singer-songwriter's fans. The concept of the show is high (for Young, anyway), if rather odd: roadies (here called ""Road Eyes"") decked out like Jawas from Star Wars, stage announcements from the original Woodstock during set changes, and giant amps, microphones, and so on for an ""Incredible Shrinking Man"" effect. Of course, it's the music that counts, and there's plenty of that, what with nearly 20 songs (including two versions of ""Hey Hey, My My,"" his nod to the punk movement), acoustic and electric (with longtime companions Crazy Horse), dating back to his Buffalo Springfield days (""I Am a Child"") and continuing through popular solo numbers like ""Cinnamon Girl"" and the extended ""Like a Hurricane.""","[{'id': 10402, 'name': 'Music'}]",/vOXbdEXWx0BMr0gV5PB0PQ1gvt.jpg,1979-08-15,8.5,2.0,0.126661,117.0,
The Sea Shall Not Have Them,"During autumn of 1944, an RAF Hudson carrying a VIP passenger in possession of highly secret information is shot down and ditches in the North Sea. Fighting the elements and trying to keep up morale, the occupants of the aircraft's dinghy talk about their lives awaiting the rescue they hope will come. The film's title reflects the motto of the RAF's Air Sea Rescue Service, one of whose high speed launches battles against its own mechanical problems, enemy action, time and the weather to locate and rescue the downed crew and the vital secret papers they carry.","[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",/qDVagyQZOGvOwOJErfWik0OWF79.jpg,1954-06-01,7.4,5.0,0.811448,91.0,
Corridor of Mirrors,A man falls in love with a beautiful young woman and begins to suspect that he may have also loved her in a previous life.,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",/jnuugSTRlyfEl3jk03P9tjlhXgv.jpg,1948-07-24,5.1,3.0,0.482651,105.0,
Recep İvedik,"Adamın biri yolda cüzdanını düşürür, başka bir adam tam cüzdanı kapıp kaçacakken Recep İvedik onunla mücadeleye girer. Sonunda, sahibine teslim etmek üzere, evsiz adamın elinden cüzdanı almayı başaran Recep İvedik kafasını çevirdiği anda cüzdan sahibinin çoktan gittiğini farkeder.","[{'id': 35, 'name': 'Comedy'}]",/gMl4EL5FBnrGyJc9E2Nhf5doZEZ.jpg,2008-02-22,5.4,21.0,1.640271,90.0,
Recep İvedik 2,"Recep İvedik'in güldüren, tartışmaları da düşündüren maceraları ikinci filmiyle devam ediyor. Bu sefer biricik babaanesi ve bitmeyen arzuları da onunla. Arzuları neler? Torunu Recep'in adam olamasını istiyor. Bir işi olsun, maaşı olsun, sevgilisi olsun, mutlu olsun, sevsin ve sevilsin istiyor.","[{'id': 35, 'name': 'Comedy'}]",/aFtHXJVYbUeKZp1mciFldcdyYFm.jpg,2009-02-13,5.5,14.0,1.679656,0.0,
Recep İvedik 3,No overview found.,"[{'id': 35, 'name': 'Comedy'}]",/4I0xyNALDJAhabuwGnpWMFweTtM.jpg,2010-02-12,5.9,17.0,0.990875,95.0,
Recep İvedik 4,Recep Ivedik coaches the children football team in his neighborhood. For the training he uses the only free piece of land as football field on which he used to play football as a child. Recep notices sadly that this piece of land was sold to a businessman. So as not to loose this for the neighborhood and the children valuable piece of land he decides to re-buy it on his own. With his own methods he does not receive the money. The participation in a competition with a big price is the only solution of his problem ...,"[{'id': 35, 'name': 'Comedy'}]",/uId6TKvmIXeACd76n0utAq1mYvL.jpg,2014-02-20,6.5,15.0,1.590383,117.0,
The Kidnapping of Michel Houellebecq,"In September 2011 writer Michel Houellebecq briefly disappeared off the face of the earth. Wild rumours began circulating on the Internet that he’d been abducted by Al-Qaeda or aliens from outer space. Some Twitter users even expressed relief that the controversial author was suddenly no longer around. This film now reveals what really happened: Three tough guys variously with impressive hairstyles and bodybuilder physiques carried off the star intellectual, taking him out of the daily stress of dodging autograph hunters and having his flat renovated and bringing him to a beautiful rural underdog idyll, full of dog grooming, bodybuilding demonstrations, junk cars and Polish sausages. But who was to pay the ransom?","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",/3HC26cNgK9y4IRxbTqqIHMBwSIC.jpg,2014-08-27,6.8,15.0,0.701958,92.0,Only unmasked kidnappers spell trouble
Bedfellows,"When a woman is being called in the middle of the night, she finds out that it's not her husband laying next to her.","[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",/5OocCqw1mYJKnEi9a0oACmIF26Q.jpg,2008-08-11,5.6,13.0,0.601929,2.0,"Sometimes at night the person you are laying next to, isn't the same person you went to bed with!"
Tamasha,Tamasha is about the journey of someone who has lost his edge in trying to behave according to socially acceptable conventions of the society. The film is based on the central theme of abrasion and loss of self that happens in an attempt to fit in oneself back.,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",/8Ktf15qGVFYQ6CdBtBgCDM96UMC.jpg,2015-11-27,6.4,35.0,1.653733,139.0,Why always the same story?
"Tall, Dark and Handsome","Robin Hoodish gangster in 1929 Chicago is an object of affection, kind to New York hood and bad to a bad crook.","[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}]",/ffykxc3yztKj8QC17jnYF9hAcKo.jpg,1941-01-24,0.0,0.0,0.001373,78.0,
Iceland, ,[],/il0S5OQUW9yRNceHEfd7vzbuFVP.jpg,1942-09-21,0.0,0.0,0.004794,79.0,
The Midnight Story,"Beloved priest Father Thomasino is murdered in a San Francisco alley, and the police have few clues. But traffic cop Joe Martini becomes obsessed with finding the killer; he suspects Sylvio Malatesta. Ordered off the case, Joe turns in his badge and investigates alone. Soon he is a close friend of the Malatesta family, all delightful people, especially lovely cousin Anna. Uncertain whether Sylvio is guilty or innocent, Joe is now torn between old and new loyalties.","[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",/oZbxMjVMrec8wBWUMJbzpbat8YE.jpg,1957-08-01,6.2,3.0,0.410131,89.0,The strangest manhunt in the history of crime!
Sallie Gardner at a Gallop,"Sallie Gardner at a Gallop was one of the earliest silent films — a production experiment by the photographer Eadward Muybridge on June 15, 1878 that led to the development of motion pictures. The motion picture consists of 24 photographs in a fast-motion series that were shown on a zoopraxiscope.","[{'id': 99, 'name': 'Documentary'}]",/u6nKsvROfG9yjEED93zfIejoI5k.jpg,1878-06-14,6.2,25.0,0.327841,1.0,
Talvar,"Dramatization of the notorious ""Noida Double Murder Case"", which set off a media frenzy around the world in 2008.","[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",/vye2RxyxXKeTIJBSHo0HkvFuTCR.jpg,2015-09-14,7.6,33.0,1.540697,132.0,
The Saboteurs,"The story about the heavy water war unfolds during the prolouge, eruption and the end of the second world war. We follow the story of the the key personnel in the race of who develops the atomic bomb first.",[],/lkFqzQSLOl49i9LjR42BVmHok5B.jpg,2015-01-04,8.0,6.0,1.064188,270.0,With A Nuclear Weapon Hitler Would Have Won The War
Escape from the Bronx,A ragtag group of people have to fight extermination squads amid their ruined city.,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",/94D3nvkmv9PZ7wsCua4mR90o3B5.jpg,1983-09-02,5.3,4.0,0.732103,89.0,The first to die were the lucky ones!
Any Gun Can Play,"Any Gun Can Play (Italian: Vado... l'ammazzo e torno) is a 1967 spaghetti western starring Gilbert Roland, Edd Byrnes and George Hilton. The film is directed by Enzo G. Castellari and features a score by Francesco De Masi and Alessandro Alessandroni. It follows a familiar pattern of protagonists searching for gold, double-crossing one another and a high body count. The three main characters continually change allegiances and get the upper hand only to be thwarted by fellow outlaws, mysterious insurance investigators and each other. In the opening scene one of the three outlaws is dressed very similar to Clint Eastwood's character in the ""Dollars"" trilogy, one is dressed as Lee Van Cleef's characters in those and other westerns, and one as Franco Nero's character Django.","[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}, {'id': 10769, 'name': 'Foreign'}]",/2weGdJN7E6qBFlXgllVZAhUyv8N.jpg,1967-09-26,6.5,2.0,0.94847,103.0,Fast Guns Finish First...Or They're Out. Dead Out!
Payment in Blood,"Chamaco finds himself on the wrong end of a firing squad after tracking an ex-Confederate to interrogate him about General Beauregard's missing gold. He's saved by a stranger who calls himself Stuart (Byrnes). Stuart claims to know the location of Beauregard's strongbox, and so Chamaco takes him to Blake's camp. After a sort of initiation by the gang, Stuart leads Blake's men back across the border to Durango to retrieve the gold.  Source: SWDB www.spaghetti-western.net","[{'id': 37, 'name': 'Western'}]",/gdBnBPbnOET26Sgce4GWIKmFtgg.jpg,1967-04-14,2.5,1.0,0.054198,99.0,The battle for victory is ended... but the war for revenge goes on!
Extralarge: Black Magic,"Elizabeth is in a car with her boyfriend when suddenly she feels a pain in the stomach so strong she seizes a knife and stabs herself to death. Her boyfriend is charged with her murder and Dumas is present at his trial and he is struck by the boy's story. In the meantime Extralarge gets the task to find Kathy, the missing step-daughter of Laureen. Her father is dying of an unheard of disease and he desires to see her. The two girls were friends and a shade of Black Magic overhangs on them and their families.","[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 9648, 'name': 'Mystery'}]",/73ClLpFtzgIluxS8ozPcuAotz6H.jpg,1992-11-22,0.0,0.0,0.421229,99.0,
Serial Killer 1,"The hunt, capture and trial of Guy Georges, one of France's most notorious serial killer.","[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",/h4IU1VPMj2g4WkeiF1Nm8dFxCBM.jpg,2015-01-07,7.0,85.0,5.127658,120.0,
Spud 3: Learning to Fly,"As Spud Milton continues his awkward stagger through adolescence, he learns one of life's most important lessons: When dealing with women and cretins, nothing is ever quite as it seems. ""I'm practically a man in most areas,"" writes Spud confidently on his sixteenth birthday. The year is 1992 and, in South Africa, radical change is in the air. The country may be on the bumpy road to an uncertain future, but Spud Milton is hoping for a smooth ride as he returns to boarding school as a senior. Instead, he discovers that his vindictive arch enemy is back to taunt him and that a garrulous Malawian has taken residence in his dormitory, along with the regular inmates and misfits he calls friends. Spud's world has never seemed less certain; he attempts to master Shakespeare, wrestles constantly with his God, and the power of negative thinking, and develops an aversion to fried fish after a shocking discovery about his grandmother, Wombat.","[{'id': 35, 'name': 'Comedy'}]",/naUzAY7AAiat2hdfwZdRflOBJTW.jpg,2014-12-16,6.3,8.0,1.187815,89.0,
"Hook, Line and Sinker","Two fast-talking insurance salesmen meet Mary, who is running away from her wealthy mother, and they agree to help her run a hotel that she owns. When they find out that the hotel is run down and nearly abandoned, they launch a phony PR campaign that presents the hotel as a resort favored by the rich. Their advertising succeeds too well, and many complications soon arise.","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",/2EZ8F9UXlgq9yP3GDOfJVPUgZxp.jpg,1930-12-26,4.0,2.0,0.172525,75.0,
The Last Breath,,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",/ikGmePZTZLz4Y00j24yBaG8cepZ.jpg,1999-03-25,4.0,2.0,0.072704,0.0,
Night Wind,A housewife's (Catherine Deneuve) affair with a younger man (Xavier Beauvois) goes nowhere.,"[{'id': 18, 'name': 'Drama'}]",/2Oo9okyEaCW9vwZEEoNAv1KjpQa.jpg,1999-03-03,6.0,4.0,0.203538,95.0,
Lady of Csejte,"Based on a story of Countess Bathory, a serial killer in 16th century Transylvania who supposedly killed hundreds of children.","[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",/sXnsmcCHPm7ErVjhipauPz55vlM.jpg,2015-02-26,4.8,6.0,1.574378,110.0,
Home from Home – Chronicle of a Vision,"Follow-up to the TV trilogy ""Heimat"", this time for cinemas, set again in the fictional village Schabbach in the Hunsrück region of Rhineland-Palatinate.","[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",/jxuhSQ7glNSAn5zYXV0fVNyQlji.jpg,2013-10-03,8.3,12.0,1.824098,225.0,
Mars Needs Women,Tommy Kirk leads his fellow Martians to Earth on an interplanetary quest for females. Kirk proves that Martians have impeccable taste when one of his first conquests turns out to be sexy scientist Yvonne Craig.,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10770, 'name': 'TV Movie'}]",/dnTHZUgEJZiFtHZGUXBiRCWze6d.jpg,1967-01-01,3.4,5.0,0.482867,83.0,
Eating Out: Drama Camp,"With raging boy hormones and the laugh quotient turned on full, Chris Salvatore and Daniel Skelton return, along with Rebekah Kochan and cult icon Mink Stole in the fourth installment of Q. Allan Brocka's hilarious and over-the-top sexual antic-laden Eating Out series!","[{'id': 35, 'name': 'Comedy'}]",/mzDkumJFjvuS2ya5rzIrPZSxFTr.jpg,2011-07-01,6.5,16.0,1.198567,90.0,
Madeline: Lost in Paris,"Madeline is the smallest of twelve girls in a boarding school, in an old house in Paris. When long lost Uncle Horst pays a surprise visit to Madeline, promising to move her to a new home in Vienna, her longing for a family seems to be fulfilled. Madeline becomes suspicious when her new Uncle loses his refined accent and takes an unexplained detour. Knowing she's in trouble Madeline leaves a trail. It then turns out that uncle Horst is actually Henri, a miserable lackey who works for an even more miserable woman who runs a dingy factory. Ultimately Madeline helps the orphans who work there by notifying the outside world of their plight.","[{'id': 16, 'name': 'Animation'}]",/leYt36dYiyhjh1jEA6dFpuNLeIu.jpg,1999-08-20,6.0,1.0,0.912352,90.0,
Emil and the Detectives,"When a suspicious man bribes Emil with chocolate in return for a bundle of cash, the young lad thinks of a plan to catch him.","[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",/PC3WSWpdGFQd1kK4qp9jiozRyF.jpg,1931-12-02,4.3,6.0,0.54007,75.0,
Weekend of a Champion,An entertaining vérité look at world champion driver Sir Jackie Stewart as Roman Polanski follows his attempt to win the Monaco Grand Prix.,[],/7ipJbmmZfdDR3vnnykbyOnJoz2n.jpg,1972-05-31,6.1,5.0,0.24974,80.0,
Monkey King: Hero Is Back,"The all-powerful Monkey King once roamed freely between Heaven and Earth, but after angering the Gods, he was imprisoned within an ice cage deep within the mountains. 500 years later, monsters attack a small village and a child flees to the mountains. Unknowingly, the child releases the Monkey King from his curse. With the help and encouragement from this special child, Monkey King saves the village from the evil monsters.","[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}]",/lTaRCichc1Ogg63ZMbf6bVxVypk.jpg,2015-07-10,7.5,58.0,3.759301,89.0,Monkey King Hero Is Back
Truth,A behind-the-scenes look at news anchor Dan Rather during his final days at C.B.S. News when he broadcast a damaging report about how President Bush relied on privilege and family connections to avoid fighting in the Vietnam War.,"[{'id': 18, 'name': 'Drama'}]",/hoo3H8jL6mQNMPIRvUlNXWDFORS.jpg,2015-09-12,6.5,165.0,6.133745,121.0,
To the Fore,A young man chases his dream of becoming a pro cyclist and is met with challenges.,"[{'id': 10749, 'name': 'Romance'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",/cwXdTVEztxdreejmpp0g896OI2i.jpg,2015-08-06,6.8,9.0,1.268551,125.0,Attitude is everything.
John Lennon - Plastic Ono Band,"Decades later it's a little hard to appreciate just how shocking Plastic Ono Band was at the time of its release. Yes, John Lennon's first post-Beatles solo album is still a must-own for any rock fan, but decades of punk, metal, and grunge have desensitized our ears somewhat to the naked howls of despair that fill tracks like ""Mother,"" ""Isolation,"" and ""I Found Out."" In addition, ""I don't believe in Beatles,"" the climactic line of ""God,"" doesn't have nearly the resonance as it did around the time of the Fab Four's breakup, when such a sentiment practically bordered on heresy. And yet it's a testament to the high quality of Lennon's songs that Plastic Ono Band continues to be an incredibly moving listening experience.","[{'id': 10402, 'name': 'Music'}, {'id': 99, 'name': 'Documentary'}]",/w682GkZJFjJUaR3DK8A5KhkVabm.jpg,2008-04-29,4.3,2.0,0.108041,52.0,Classic Albums
April 9th,"In the early morning of April 9th 1940 the Danish army is alerted. The Germans have crossed the border; Denmark is at war against Europe's strongest army. In Southern Jutland Danish bicycle- and motorcycle companies are ordered out, to against all odds, hold back the forces until the Danish reinforcements can be mobilized. In the fatal hours, we follow second lieutenant Sand and his bicycle company - they will as the first Danish soldiers meet the enemy in combat on April 9th 1940.","[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",/rMroADHnbZ20M1m0wVP2spq39bK.jpg,2015-03-09,6.8,17.0,2.091185,93.0,
Psalm 21,"Henrik is a young father who lives in Stockholm, constantly plagued by nightmares with his deceased mother. One day, he receives the news that his father, father, who lives in a remote village, it is drowned and died. The circumstances of drowning are mysterious. Henrik travels to the village to investigate the cause of his death. To find out more about the drowning and on his father, the door to the unknown and open. Shadows of the past emerge, returning to this world for one reason only: revenge.","[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",/EdeBWIPqu2mDCNU28KHoAluswN.jpg,2009-01-01,4.6,8.0,0.578867,114.0,
Bawdy Tales,"Locked up in prison and awaiting execution, bored young vagabonds Bernardino (Ninetto Davoli) and Mammone (Franco Citti) pass their time competing in a vulgar storytelling competition, relating indecent accounts about castration, unsavory testicles and an atypical threesome. Not intended for the faint of heart, this audacious piece of moviemaking focuses on tales of jealousy, murder and uncontrollable desires.","[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",/uKAO4bNabqLZbIXYa7yPLgSzREm.jpg,1973-01-01,9.0,1.0,0.023982,93.0,
Ostia,,[],/xWeggmOZgPNbIeUM4Db7je8JHvy.jpg,1970-03-11,6.5,4.0,0.382045,0.0,
The Hunchedback Horse,Adventures of Ivan the Fool and humpbacked horse in the world of kind magical creatures and cruel people.,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",/cKYyyL9lj9OLDvythOV9ypZKff5.jpg,1947-01-10,3.8,5.0,0.177625,57.0,
The Legend of Bhagat Singh,"The Legend of Bhagat Singh is a 2002 Indian historical biographical film about Bhagat Singh, a freedom fighter who fought for Indian independence.It shows in detail how Singh came to develop his views on the British Raj and his struggle for Indian independence.","[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",/z5FBA9RJTeg1PFk8vif5CrzhxL7.jpg,2002-06-07,7.2,15.0,0.904409,155.0,
Zhit,"Early autumn, godforsaken Russian countryside. A local hunter Michail witnesses a skirmish in the middle of the forest - three men want to kill the forth, Andrey. Kind-hearted Michail helps Andrey escape and together they run from the villains who chase them. Thus, two totally different men start a long and dangerous journey together, constantly arguing with each other regarding their ideology, morals and opinions about life. But life will put everything on its place and make the men understand who they really are.","[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",/fAZuXD7qsJozlcUwQftpgzVGwle.jpg,2010-11-03,6.0,7.0,0.553507,74.0,
"Christmas, Again","Christmas, Again tells the story of Noel, a young man who travels from upstate NY every year to sell Christmas trees in New York City.  Returning without the help of his long-time girlfriend, this year Noel finds it impossible to do the one thing he knows so well---sell Christmas trees. As Noel begins to spiral downwards, alienating co-workers and customers in the process, it turns out this same community of people may be the only ones capable of saving Noel from self-destruction.",[],/47cZzv0j1YqwdyT9XGOuVyd0gbb.jpg,2014-08-13,6.5,11.0,1.339057,80.0,
Archipelago,"Patricia (Kate Fahy) and her two children, young adults Edward (Tom Hiddleston) and Cynthia (Lydia Leonard), arrive for a break at a holiday cottage. As rain and wind lash against the windows, Patricia grows exasperated at the absence of her husband, who remains an unheard voice on the phone. Good-natured Edward struggles to hide his angst at where his life is heading and assumes a fatherly role while becoming weirdly familiar with Rose (Amy Lloyd), the family’s hired cook. Cynthia, meanwhile, looms like a dark cloud and snaps and lashes out for no clear reason.","[{'id': 18, 'name': 'Drama'}]",/gTFePCw4BDx1ikvgdaX0fDf9ewF.jpg,2010-10-22,5.0,15.0,1.644963,114.0,Deep fractures within a family dynamic begin to surface during a getaway to the Isles of Scilly.
