title,overview,genres,poster_path,release_date,vote_average,vote_count,popularity,runtime,tagline
Pork Pie,"This remake of 1981’s Goodbye Pork Pie tracks the escapades of a trio of accidental outlaws as they travel the length of New Zealand protesting conformity and chasing lost love, with a posse of cops and a media frenzy in pursuit.","[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",/eiKlqTjva0z6RpKmBuln2KmcOEC.jpg,2017-02-02,6.0,9.0,1.023355,105.0,"The misfits, the mini, the mayhem."
Fragments of Antonin,,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",/eF315pvtE3UJhnXxeH333jobKYw.jpg,2006-11-08,7.5,4.0,0.189496,0.0,
Journey To Greenland,"Thomas and Thomas are going through a rough patch: they are both thirty-something actors living in Paris. They randomly decide to leave the city and fly away to Kullorsuaq, one of the most remote villages of Greenland, where Thomas' father Nathan lives. Among the Inuit community, they will discover the charms of the local customs and their friendship will be challenged.","[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",/dXyEAIn7xeIfeaZEBCrqnKpSoVO.jpg,2016-11-30,5.9,10.0,0.764418,98.0,
Bill Burr: Walk Your Way Out,"No-nonsense comic Bill Burr takes the stage in Nashville and riffs on fast food, overpopulation, dictators and gorilla sign language.","[{'id': 35, 'name': 'Comedy'}]",/A7d04oyODLPp89AJhN27qAFOqL6.jpg,2017-01-31,6.8,21.0,1.415218,77.0,
Nocturama,"The new film by Bertrand Bonello (SAINT LAURENT, HOUSE OF PLEASURES) is a terrorism thriller like no other, recalling Robert Bresson’s THE DEVIL, PROBABLY as much as it does George A. Romero’s DAWN OF THE DEAD. We first follow a group of tense, shifty adolescents as they prowl the streets and subways of Paris, learning through carefully delineated sequences that they’re already well underway with a bombing plot. And then it becomes something familiar, yet altogether different, as these subversives tuck away inside a shopping mall and lose themselves in consumer culture — clothes, televisions, toys, and a stirring soundtrack that includes Blondie, Chief Keef, Shirley Bassey, Bonello’s menacing electronic score, and Willow Smith. Will they survive the unseen, encroaching authorities? Or, as the walls close in, will they even survive each other? NOCTURAMA forgoes easy answers, making way for one of the 21st century’s most stunning cinematic experiences.","[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",/m9xakOD3NupKEouM3jhB66AqwGi.jpg,2016-08-31,7.1,32.0,2.445969,130.0,
Stick Man,"Stick Man lives in the family tree with his Stick Lady Love and their stick children three, and he's heading on an epic adventure across the seasons. Will he get back to his family in time for Christmas?","[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",/5AT8JdBX4NoE2WdAeXRIGWtaij.jpg,2016-10-05,7.5,17.0,5.66954,27.0,
The Foster Boy,"Switzerland, 1955. The young orphan Max is sent as a foster child and contracted to work for the Bösiger family who lives on a farm. His foster parents treat him like a workhorse while their son seizes every opportunity to humiliate him. Playing the accordion is the one thing that is entirely his. But when the new teacher stands up for Max, it only makes a bad situation much worse. The only thing preserving his will to survive is his friendship with Berteli, who was also taken on to work at the farm. Max dreams of Argentina with her: a fantasy world, where allegedly even hayforks are made of silver.","[{'id': 18, 'name': 'Drama'}]",/ei8UiEbvnk03Aci7QX0HkIXxf1P.jpg,2011-11-03,7.0,11.0,1.521391,103.0,
Great Migrations,"Three years in the making, and from award-winning National Geographic cinematographers, Great Migrations takes viewers around the world on the arduous journeys millions of animals undertake to ensure the survival of their species. Shot from land and air, in trees and cliff-blinds, on ice floes and underwater, Great Migrations tells the formidable, powerful stories of many of the planet’s species and their movements, while revealing new scientific insights with breathtaking high-definition clarity. Narrated by Alec Baldwin.","[{'id': 99, 'name': 'Documentary'}]",/vIYhXLFsgEjj4DSpCLVpfEmB8dA.jpg,2010-11-06,8.0,1.0,0.627535,315.0,
Dalida,"Based on the true story of acclaimed music icon ""Dalida"" born in Cairo, who gained celebrity in the 50s, singing in French, Spanish, Arabic, Hebrew, German, Italian, playing in awarded Youssef Chahine's picture ""Le Sixième Jour"", and who later committed suicide in 1987 in Paris, after selling more than 130 million records worldwide.","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",/fZx4PGZBXePgMmo0HyBcHPbidZU.jpg,2016-11-30,6.8,57.0,7.991801,124.0,
Abbey Grace,"When Stacy's mom dies, Stacey puts her life and career on hold and returns to her childhood home to take care of her OCD agorophobic brother Ben who hasn't been out of the house for 23 years only to find out the house they grew up in harbors a disturbing secret.","[{'id': 27, 'name': 'Horror'}]",/mYwbrf2Vqpx99kL8k7MxGH2RCRn.jpg,2016-04-01,5.0,5.0,0.368931,83.0,
XX,This all-female horror anthology features four dark tales from four fiercely talented women.,"[{'id': 27, 'name': 'Horror'}]",/b7GFrKemsW7L6SpuGQ91ozegbn9.jpg,2017-02-17,5.0,106.0,8.106953,80.0,Four deadly tales by four killer women
Sadako vs. Kayako,"A girl, Yūri Kurahashi, after watching a cursed videotape together with her friend in a haunted house, becomes trapped in a conflict between the two murderous ghosts: Sadako Yamamura and Kayako Saeki","[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",/2fQ9sI2ygQLtp2zRDLB6jbgEKYz.jpg,2016-06-18,5.5,39.0,2.743227,98.0,Who will win this curse!?
Kills on Wheels,Two physically handicapped youngsters make friends with a paralysed hitman and are commissioned by a local mafia boss. They have little to lose although things are never as they first appear. The boundaries between fantasy and reality blur as the unlikely heroes stumble from one close encounter to the next and we gain an unusual insight into their lives on the periphery of society.,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",/pJdE5dkP0WKS7JJbOd7IqALR5L.jpg,2016-04-28,8.0,4.0,0.474027,105.0,
Ok Jaanu,OK Jaanu is an upcoming Indian romantic drama film directed by Shaad Ali and produced by Karan Johar under his banner Dharma Productions. It is an official remake of Mani Ratnam's Tamil film OK Kanmani.,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",/m3rw5feaG87XKfAiQ3oEctKloea.jpg,2017-01-03,6.0,20.0,4.448075,135.0,
Open Road,"Angie, a young Brazilian artist, abandons her old life and embarks on a journey around the country. Running from her past, and searching for her foundation in life, Angie finds not only herself but love in its many forms.","[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",/dEqGX02mRgl3EuyEqzgTG8rTGe4.jpg,2013-04-12,5.2,18.0,3.197646,85.0,
August 32nd on Earth,"Young Simone gets hit by a near fatal car crash, and as she questions her mortality, she also decides to have a baby. Her candidate for a father is her best friend Phillipe who happens to be seeing someone. He agrees, as long as they conceive in Salt Lake City, in the desert. The trip teaches many lessons about love, solitude, and self-discovery.","[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",/slX27TsWfYadu9v94iwVusZZEUx.jpg,1998-11-18,5.9,8.0,0.711932,88.0,
Ghostland: The View of the Ju'Hoansi,Remember the culture clash in THE GODS MUST BE CRAZY? This time it's real. One of the most ancient cultures on our planet is undergoing a major change. The Ju/Hoansi Bushmen in Namibia are not allowed to hunt anymore and need to converge with our so called “civilized” lifestyle. For the first time the Ju/Hoansi Bushmen travel through the Kalahari and then right into the heart of Europe. What starts as a look at their fascinating culture becomes an even more fascinating look at our Western lifestyle. A warm and humorous reflection of our habits through the eyes of people who are about to give up their million year old traditions.,"[{'id': 99, 'name': 'Documentary'}]",/vupDX2qJHm1sorWUn0RCsoqixOO.jpg,2016-03-11,0.0,0.0,0.034855,88.0,
Ten Meter Tower,"10 Meter Tower is a short film study that takes place in a swimming pool with 6 cameras aimed at the tallest diving tower. All focus is on the 43 voluntary persons all between 9 and 78 years old. They have one thing in common, is is first time in their lives are climbing up to the edge of the platform to make the decision whether to jump or not. The situation is a dilemma. To weigh the instinctive fear in taking the jump, to the humiliation of having to climb down.","[{'id': 99, 'name': 'Documentary'}]",/8iKaIHA4wHQqfc1e4nRgsyy9aWO.jpg,2016-01-29,7.0,1.0,0.071101,17.0,
Say a Word for the Poor Hussar,"The small town agog Hussars entry. Love between cornet and the young actress suddenly faces intrigue made by a St. Petersburg bureaucrat. The actress father dies after being involved in this game and perspectives look dark... But evil will eventually be defeated by the nobility, loyalty and love.","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",/a7TO2DxwOpSgcLgVBsibMJvEU2w.jpg,1980-01-01,5.8,7.0,0.091027,161.0,
The Feast of the Goat,"Urania Cabral returns to Santo Domingo, after several years, and remembers her and her family's relationship to Rafael Trujillo, the Dominican dictator, as well as the events surrounding his assassination.","[{'id': 18, 'name': 'Drama'}]",/bAg3EIOs7UJOFrPCf0u99wERwZy.jpg,2006-02-11,4.7,3.0,0.192335,132.0,
"Ready, Steady, Charlie!","In a Swiss church, Antonio Carrera is getting married to the pretty daughter of an Italian Mafioso, when army police officers march in and take him to the 15 week compulsory Swiss military training...","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",/4pe8ZCcohpl1qdmuuV3sjFnMVGO.jpg,2003-09-18,6.8,6.0,1.430701,92.0,The Swiss answer to American Pie
Amsterdam Heavy,"CIA Agent Martin Keele (Michael Madsen - Reservoir Dogs Kill Bill) sets the wheels spinning in this gritty urban action thriller, as mysterious gangster J.D. goes on the rampage in Amsterdam, stopping at nothing to uncover those who have betrayed him","[{'id': 28, 'name': 'Action'}]",/yK1dJhWYqf8wp5oysPhGBcw7BDY.jpg,2011-09-12,2.8,3.0,1.568293,90.0,Revenge means never having to say you're sorry
The Friend,"In reality Emil and Larissa would never have been a couple she is an idolized singer, he is a shy outsider. Ironically, Emil is just getting to know Larissa when she dies unexpectedly. He pretends to have been her boyfriend and finally gets the recognition he has always yearned for, with the added bonus of a surrogate family in the form of Larissas. Things would be just great if Emil didnt fall in love - with Larissas sister Nora. The more he gets to know her, the harder it becomes for him to pretend.","[{'id': 18, 'name': 'Drama'}]",/AuwPECgNjAZNcHXMDMMWPrfT82P.jpg,2008-01-17,6.0,2.0,0.07897,86.0,
Devolved,"A raucous teen comedy produced in association with Severin Films, Devolved stars Gary Entin (the upcoming Seconds Apart), Lindsey Shaw (10 Things I Hate About You), and Robert Adamson (Lincoln Heights) as leaders of opposing factions of teenagers who find themselves shipwrecked on an uncharted island off the Mexican coast. Faced with the prospect of a long-term stay, the island soon degenerates into a struggle between two groups; teens who want high school to end as fast as possible, and teens who never want high school to end.","[{'id': 35, 'name': 'Comedy'}]",/iDlbwJbAowePPiZAi97rPhJ369Z.jpg,2010-03-22,1.5,1.0,0.374136,87.0,Spring Break Just Broke.
Die Geschichte vom Brandner Kaspar,No overview found.,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",/5j1Oj58z3IYEx8oQTVj1baQJQ2z.jpg,2008-10-16,6.1,7.0,0.681968,105.0,
Rabbit Heart,"The thirteen year old Janni is depressed, because she's still a little behind in her physical development. This leads to bullying remarks from her classmates. One day, a film crew comes to her school to find a candidate for the role of a Prince in a movie. They choose Janni, who they think is a boy. She takes on the role. At school, she tells her classmates she plays a Princess. When the moment of truth approaches she must find the self-confidence to invite the class to the premiere.","[{'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",/4O0xeCysjoHfKpKxLObfljdzqKu.jpg,1987-07-30,0.0,0.0,0.0002,78.0,
Hunger auf Leben,,"[{'id': 18, 'name': 'Drama'}]",/yQQwNDboiKWOzHTSM4qJc94Y0I.jpg,2004-06-18,0.0,0.0,0.060397,,
Rascals on the Road,"Four kids - Eugen, Wrigley, Bäschteli and Eduard - leave for an adventure around Switzerland, searching for the fabulous treasure of Titicaca Lake, discovered by Fritzli Bühler.","[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",/ujSQrz159faU09zLh8xbOnFhKB3.jpg,2006-12-28,7.1,7.0,0.824792,100.0,
Stan Lee Presents: Mosiac,"A break-in and murder at a New York City museum sparks an investigation by Interpol Agent Nathan Nelson. When he finds an ancient artifact, Nelson takes it home to conduct more research. A lightning storm, a pet chameleon and the artifact gives his daughter, Maggie, mystical powers to shape-shift her appearance at will which includes the ability to mimic other people and animals.","[{'id': 28, 'name': 'Action'}, {'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}]",/edCMwAA5FQ8gzhbp0kDiAFYXiVY.jpg,2007-01-09,5.0,1.0,1.47122,72.0,
Never Cry Werewolf,"Teenager Loren (Nina Dobrev) doesn't like her new neighbor, Jared (Peter Stebbings), or his vicious dog. Along with her friend Steven (Sean O'Neill), Loren spies on Jared and begins to suspect he's a werewolf, responsible for a rash of disappearances. But Jared is watching her just as closely, because Loren reminds him of his dead wife. As a full-moon night nears, Loren enlists the help of TV star Redd Tucker (Kevin Sorbo), who knows how to hunt -- and who believes her werewolf theory.","[{'id': 27, 'name': 'Horror'}]",/oXJg5ffnBtioxq9CqRGnsZpDYFC.jpg,2008-05-11,5.3,32.0,3.492425,87.0,An Immortal Battle for Survival
Offroad,,"[{'id': 35, 'name': 'Comedy'}]",/9unR9HHpJRRKjiI3cbIqKQCuYKt.jpg,2012-01-11,5.3,12.0,0.763509,94.0,
On the Doll,"On The Doll is a story of the victims of child abuse, and the pain it visits upon their later lives. With interweaving stories following victims and victimizers, the film depicts the variety of experiences of abuse.","[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",/8kDEeAvE7FnFgexMAvaKn8Td6S0.jpg,2007-10-12,7.4,10.0,1.454686,102.0,
Peng! Du bist tot!,,[],/toeygom6IqrAshgXCZlsxeKuIUm.jpg,1987-04-15,0.0,0.0,0.002789,0.0,
Zettl,A social satire in which a chauffeur accidentally becomes the editor of an online newspaper.,"[{'id': 35, 'name': 'Comedy'}]",/juCcKm0JFjAPZwUCN7QkOdrYKJ4.jpg,2012-02-01,5.5,4.0,0.983056,109.0,
The Ring Thing,Middle Earth is... right in the heart of Europe! A spoof of the Lord of the Rings Trilogy set in Switzerland.,"[{'id': 35, 'name': 'Comedy'}]",/ep0lvT4EPE2OtXVoh0BtDFCCm3I.jpg,2004-01-01,5.7,6.0,0.486952,80.0,
Death Is My Trade,"“Death is my Trade” centers on the life of Rudolph Höss, the commandant of Auschwitz II-Birkenau for the majority of its existence.  The main character's name in the film is Franz Lang. This name change was deliberate to ensure that the character is not automatically viewed as being some sort of villain or demon. Franz is an average German kid growing up during World War I. The film follows Franz as he grows up and becomes a hard, efficient, organized worker who eventually joins the National Socialist party in Germany. Impressionable young Franz takes orders as one of the utmost points of honor and duty, so when he is eventually asked by Heinrich Himmler to become commandant of the largest extermination camp built during WWII he barely hesitates to consider how heavy such a burden will be.","[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}]",/6XKTiHocjG175oSYNx007ksBxSk.jpg,1977-11-18,6.5,2.0,0.571908,145.0,
SAGA: Curse of the Shadow,"A secret cabal, The Shadow, works to bring about the return of Goth Azul - the Undead God - in the rich world of SAGA, populated by elves, orcs, dwarves and dragons.  A ruthless elven bounty huntress (Nemyt) shoots down the dragon ridden by the fugitive orc shaman, Fangtor Bloodmoon. When Fangtor refuses to surrender quietly, the huntress must battle for her own life against the dangerous villain, and comes away with more than just his head.","[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}]",/vOJqAWVf98kyRleIBrXlnAPmjns.jpg,2013-06-17,5.0,27.0,1.898751,100.0,
Fifty Shades Darker,"When a wounded Christian Grey tries to entice a cautious Ana Steele back into his life, she demands a new arrangement before she will give him another chance. As the two begin to build trust and find stability, shadowy figures from Christian’s past start to circle the couple, determined to destroy their hopes for a future together.","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",/wnVHDbGz7RvDAHFAsVVT88FxhrP.jpg,2017-02-08,6.0,2341.0,29.130443,118.0,Every fairy tale has a dark side.
A Gathering of Cats,,[],/9jFo2nzbx0g3QbI7asoQbJGtzcv.jpg,2007-01-01,2.7,3.0,0.221386,1.0,
My Grandmother,"The protagonist, a lazy pen-pusher, gets the sack for his bureaucratic idleness, and learns that the way back into the job market depends on getting a letter of recommendation from a ""grandmother""","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",/zbHTaJ45DdwUQit15yLndVB9xF.jpg,1929-01-01,8.0,1.0,0.051059,65.0,
Family Heist,A high-profile burglar reconciles with his two daughters (half-siblings) to help him retaliate against his ex-partner who betrayed him.,"[{'id': 35, 'name': 'Comedy'}]",/AfUebvbwsS4DPihTNcWpjBBv2Bs.jpg,2017-01-04,6.0,30.0,2.872817,91.0,
The Master: A Lego Ninjago Short,Master Wu gets into a conflict with Chicken.,"[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}, {'id': 16, 'name': 'Animation'}]",/4o7InUQOk4Z6ncM3wcuob4mYrzC.jpg,2016-09-22,2.5,2.0,0.725278,5.0,
Would-Be Gentleman,"Le Bourgeois gentilhomme satirizes attempts at social climbing and the bourgeois personality, poking fun both at the vulgar, pretentious middle-class and the vain, snobbish aristocracy. The title is meant as an oxymoron: in Molière's France, a ""gentleman"" was by definition nobly born, and thus there could be no such thing as a bourgeois gentleman.",[],/nGahZ5LqL2gtAvpbKtwuw6irMZy.jpg,1968-12-28,0.0,0.0,0.002307,130.0,
Mumford & Sons: We Wrote This Yesterday,"Mumford and Sons are a band that have never stayed still. An innate desire to travel, to meet people and to do the unexpected has become a calling card of sorts as fans the world over join their community and fall in love with their consistently evolving music. The documentary follows the band and their latest set of collaborators as they travel across uncharted territory, playing the major cities of South Africa with an eclectic mix of musician friends. They explore the craft of song writing and the people, events and influences that dictate that. The film showcases the band at their most open and collaborative as they relish the excitement of playing to crowds in new cities who've never seen them before. Along the way they set a fresh challenge for themselves; taking their collaborative culture one step further as they attempt to write and record a mini album in just two days, with the other musicians on tour. The filming of this process not only lifts the lid on the art of song....","[{'id': 99, 'name': 'Documentary'}]",/gqz54HKlhZfNpGFLqsiP1uWCXrf.jpg,2016-11-08,8.0,1.0,0.094305,66.0,
Wives Under Suspicion,"A merciless district attorney prosecutes a case that mirrors his own life. Director James Whale's 1938 drama stars Warren William, Gail Patrick, William Lundigan, Constance Moore, Cecil Cunningham, Milburn Stone, Ralph Morgan, Lillian Yarbo, Jonathan Hale, James Flavin and Samuel S. Hinds.","[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",/6l7Q1SMjLaxsNaqRIxEMrv46mdt.jpg,1938-06-03,0.0,0.0,1.128746,69.0,
Henri Cartier-Bresson: The Impassioned Eye,"Heinz Bütler interviews Henri Cartier-Bresson (1908-2004) late in life. Cartier-Bresson pulls out photographs, comments briefly, and holds them up to Bütler's camera. A few others share observations, including Isabelle Huppert, Arthur Miller, and Josef Koudelka. Cartier-Bresson talks about his travels, including Mexico in the 1930s, imprisonment during World War II, being with Gandhi moments before his assassination, and returning to sketching late in life. He shows us examples. He talks about becoming and being a photographer, about composition, and about some of his secrets to capture the moment.","[{'id': 99, 'name': 'Documentary'}]",/idPKtwBtgVjnXoTBwAnC9xMNnYT.jpg,2003-04-11,7.8,4.0,0.138304,72.0,
Don't Knock Twice,A mother desperate to reconnect with her troubled daughter becomes embroiled in the urban legend of a demonic witch.,"[{'id': 27, 'name': 'Horror'}]",/myaS2ytIh7zgjhOr4FY8d0lOjeK.jpg,2017-02-03,5.3,136.0,11.359142,93.0,Pray she doesn't answer.
The Ticket,A blind man who regains his vision finds himself becoming metaphorically blinded by his obsession for the superficial.,"[{'id': 18, 'name': 'Drama'}]",/uyaUbLVoxgJMw3JSGljyOGYpXtz.jpg,2017-04-07,5.6,22.0,5.803266,97.0,What would you sacrifice for a second chance?
Dishonored Lady,"Madeleine Damien is the fashion editor of a slick Manhattan magazine by day and a lively party girl by night. Unfortunately, the pressures of her job, including kowtowing to a hefty advertiser, and her bad luck with men are driving her to a breakdown. She seeks the help of a psychiatrist, and under his orders, quits her job and moves into a smaller flat under a new identity. She becomes interested in painting and a handsome neighbor. He soon finds out about her past when an ex-suitor implicates her in a murder.","[{'id': 18, 'name': 'Drama'}]",/6MCRrK6V2vMaqgivvbyUZOvJWWs.jpg,1947-05-16,4.6,5.0,0.394262,85.0,
Molly and Me,"A vivacious actress needing work becomes a housekeeper for a crusty retired politician, and gives his life the shaking-up that it needs.",[],/sCfpyuAQA9vnYvQhdBgxNqYmyi9.jpg,1945-05-25,6.8,4.0,0.4492,77.0,
Escape from the Newsroom,"It's a strange movie that you have to watch beginning to end, or you'll find yourself completely lost. Based on the Toronto-made TV series ""Newsroom,"" this made-for-TV movie has many well-recognized Canadian actors and comedians. It's a modest comedy that has its ""short chuckle of laughter"" moments, but the real highlight is similar to the highlight of 12 Angry Men. They obviously endeavoured to make the acting look as real and natural as possible when making this show, and most of the entertainment comes from listening in on their conversations and being convinced by the good acting. This is the similarity to 12 Angry Men.",[],/blacU89xV7ce0sGnSIiO0h1qwLA.jpg,2002-10-28,5.0,1.0,0.040241,84.0,
Pearl,"Pearl follows a father and daughter on the road together, tracing his struggles to make it as a musician and parent, and her coming-of-age and musical journey to fulfillment.","[{'id': 16, 'name': 'Animation'}]",/JP4I5JFuDohKy595mCJkT2FjPN.jpg,2016-04-17,7.2,23.0,1.062942,6.0,
Blind Vaysha,"From the moment she was born, Vaysha was a very special girl. With her left eye she can only see into the past, and with her right she can only see the future. The past is familiar and safe, the future is sinister and threatening. The present is a blind spot. In captivating parabolic imagery, the award-winning animation artist Theodore Ushev illustrates the world through Vaysha’s eyes.","[{'id': 16, 'name': 'Animation'}]",/q9dfoBQrQPX0xa90Yn9CJMXpBh0.jpg,2016-02-15,7.9,13.0,0.498439,8.0,
Pear Cider and Cigarettes,"The brutally honest story of Robert's turbulent relationship with a self-destructive, yet charismatic friend from childhood, who cries out for help from a military hospital in China and sets Rob on a wild ride to get him home to Vancouver.",[],/b6VSyFtWpHpHRKiQFl6VfMw5jDI.jpg,2016-07-01,7.3,9.0,0.36327,35.0,
The Beautiful Beast,"In a twist on the classic Beauty and the Beast tale, Isabelle is all beauty--on the outside. A glamour-queen socialite, she spends her days spoiling herself and spending money like it's going out of style. When Isabelle injures herself and gets lost in an isolated winter land, she stumbles on the solitude of Jeremy, a man hiding from both the world and his past. He's the first person to put Isabelle in her place, and Isabelle realizes she might be more beast than she wants to admit. Through Jeremy's influence, she begins to change--and fall in love. But will she revert to the beast and give up her chance at real love when she returns home?","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",/d7ZlOD1V8mh9z9onXTOi6SgQJZW.jpg,2013-11-06,5.5,4.0,0.157527,100.0,Romance
The Departure,"A fast-paced comedy about a young Belgian car nut and hairdresser's apprentice, his girlfriend, and their legal and illegal attempts to get a Porsche under him for his nearing debut race.","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",/roDxu5IVxXc6UNOLIL8WVGB1ZKU.jpg,1967-03-06,6.3,4.0,0.4796,85.0,
Tikkun,"Haim-Aaron is a bright, ultra-orthodox religious scholar living in Jerusalem. His talents and devotion are envied by all. One evening, following a self-imposed fast, Haim-Aaron collapses and loses consciousness. The paramedics announce his death, but his father takes over resuscitation efforts and, beyond all expectations, Haim-Aaron comes back to life. After the accident, try as he might, Haim-Aaron remains apathetic to his studies. He feels overwhelmed by a sudden awakening of his body and suspects this is God testing him. He wonders if he should stray from the prescribed path and find a way to rekindle his faith...  The title means ""Rectify"" in Hebrew; nevertheless the movie is called Tikkun in the English-speaking world.","[{'id': 18, 'name': 'Drama'}]",/w4eVjMskiT7gAf9nYuXrdDsO7DT.jpg,2015-07-10,7.0,6.0,0.859725,120.0,
Cosy Dens,"Two families, Sebkovi and Krausovi, are celebrating christmas, but not everyone is in a good mood. Teenage kids think their fathers are totaly stupid, fathers are sure their children are nothing more than rebels, hating anything they say. Written by Antonín","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",/lVGn75s3pjDEQictwU7a2kIIDJW.jpg,1999-04-08,8.6,23.0,1.190201,115.0,
Blood Curse,"An urban family inherits an old country house located in a small village. Upon their arrival they try to adapt to the new lifestyle, but they soon learn that the village is overshadowed by superstition and mysterious folklore. As they are plagued by strange events, they learn more about the history of their family, and slowly begin to believe by inheriting the house, they also inherited a curse.","[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",/ieXEjtFMTgcyX2xcQr1wPXfWc0a.jpg,2006-02-24,5.9,8.0,1.167209,97.0,
How to Draw a Perfect Circle,"Guilherme and Sofia, brother and sister, grow up sharing experiences and slowly discovering their sexuality. The thing that Sofia doesn't know is how far Guilherme will go to keep her inside his own perverse, dark and perfect circle.","[{'id': 18, 'name': 'Drama'}]",/u29IBDDXekUkkRh3juVfMXLZ0Q3.jpg,2009-09-23,5.3,7.0,1.635116,93.0,
Lavender,A photographer struggling with memory loss discovers her pictures may indicate something sinister is hitting close to home.,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",/ugTImNkM6MoHRCo2KkcGMw2m1as.jpg,2017-03-03,5.5,54.0,3.528884,92.0,The past won't forget
My Father Die,"Deaf and mute since having his hearing knocked out at the age of 12, Asher has been training for almost two decades to avenge himself on Ivan, the man that killed his older brother, 21 years ago. And now that his nemesis is out of prison, he gets his chance. But Asher's target also happens to be his father.","[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",/zgfKSuPMJHc0GAOXbeRlf2PvsdV.jpg,2016-03-12,6.6,16.0,1.615055,102.0,
The Book of Love,"After tragedy strikes Henry and Penny, he befriends a tenacious young girl and discovers she is constructing a raft to sail across the Atlantic to find her lost father. Together, along with some unlikely friends, they set forth to construct the vessel and subsequently rebuild their lives.","[{'id': 18, 'name': 'Drama'}]",/63VLjlm8WHc7KlIcmF4UoVzcp4r.jpg,2017-01-13,6.6,32.0,8.371598,107.0,How far would you go for a lost love?
Red Billabong,"In the Australian Outback, two brothers discover old secrets and family lies. As their friends start to go missing they fear they are being stalked by someone or something from their worst nightmares - But is it just - A story? A legend? A hoax? Or is it real?","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",/fG9MgBi7qPqAGsZlNAhDE0C0XuV.jpg,2016-08-25,5.1,7.0,1.089783,113.0,Blood is Thicker than Water
Onus,"A teenager wakes up near a cliff, injured and unable to remember how he got there. He is chained to a man in a suit and there is a gun gaffer-taped to each of their hands. An unknown person soon sends them shocking instructions of what they must do next, as the horror of the situation unfolds with nail-biting consequences.","[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",/sgpp0wuFafEeKMHLQYX04ssrns0.jpg,2016-12-26,6.0,1.0,0.111229,98.0,
The Hollow Point,A retired lawman works with a new sheriff when a botched Mexican drug deal and a vicious hit man threaten their border town.,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",/6neGGPCy42iWn7av22IXYVvGOWe.jpg,2016-12-16,6.5,53.0,8.093488,97.0,
Convenience,"Film follows two friends attempting to rob a petrol station, but are so useless that they end up working there all night.","[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",/hGwMen7FyEwbqSVIgNJ7qxQHYox.jpg,2015-10-02,5.5,14.0,1.184523,87.0,One Night. Two Men. Three Hostages... No Clue.
